id,name_collection,revenue
241,,50282766.0
9058,,0.0
527,Once were Warriors Collection,2201126.0
18220,Poison Ivy Collection,0.0
6950,,189859560.0
101,,45284974.0
63020,,2832826.0
2307,,0.0
680,,213928762.0
41478,,6834525.0
25296,,152322.0
40156,,4176932.0
11450,,0.0
30304,,0.0
10452,,0.0
12106,,18552460.0
161495,,12400000.0
3586,,11300653.0
110,Three Colors Collection,0.0
108,Three Colors Collection,0.0
109,Three Colors Collection,0.0
159185,,0.0
36357,,0.0
92769,,0.0
28033,,0.0
22586,Swan Princess Series,9771658.0
14334,,0.0
2636,,170362582.0
2164,,196567262.0
11395,The Santa Clause Collection,189833357.0
278,,28341469.0
9905,,0.0
87078,,102780.0
12527,,0.0
20306,,0.0
36614,,0.0
27993,,0.0
31439,,0.0
9067,,4064495.0
9059,Tales from the Crypt Collection,0.0
193,Star Trek: The Next Generation Collection,120000000.0
25066,,12000000.0
46797,,0.0
12122,,0.0
11381,,32648673.0
32636,,0.0
36141,,0.0
95963,,0.0
1587,,10032765.0
9271,,24048000.0
2064,,182057016.0
19855,,0.0
60855,,759393.0
236,,15119639.0
48287,,0.0
3049,Ace Ventura Collection,107217396.0
2759,,11220670.0
12635,,0.0
10497,,1862805.0
11382,,0.0
9331,The Jack Ryan Collection,215887717.0
10731,,117615211.0
10464,,0.0
34152,,0.0
9495,The Crow Collection,94000000.0
29973,,1007583.0
888,The Flintstones (Live-Action) Collection,341631208.0
13,,677945399.0
712,,254700832.0
16295,,38290723.0
48992,,1777020.0
10879,,61947267.0
10660,,0.0
10714,,0.0
41647,,449707.0
8587,The Lion King Collection,788241776.0
1689,,4858139.0
11596,A Nightmare on Elm Street Collection,18090181.0
854,The Mask Collection,351583407.0
9359,,0.0
23333,,0.0
36593,Naked Gun Collection,51132598.0
12280,,0.0
2788,,20079850.0
10427,,2000000.0
11011,Richie Rich Collection,0.0
49803,,0.0
8987,,0.0
1637,Speed Collection,350448145.0
15128,,0.0
8831,Timecop Collection,101646581.0
36955,,378882411.0
10449,,50021959.0
10395,,0.0
12160,,25052000.0
40480,,0.0
52038,,953.0
29444,,0.0
26352,,29392418.0
39953,,0.0
41580,,0.0
315,,0.0
22067,,20851521.0
18242,,0.0
11667,Street Fighter,99423521.0
32502,,0.0
267188,,0.0
28732,,0.0
75555,Fear Collection,0.0
42981,,0.0
278939,,0.0
291731,,0.0
226229,,0.0
203119,,0.0
172923,,0.0
316098,,0.0
8011,Highlander Collection,36800000.0
171857,,0.0
2654,,8946600.0
18069,,0.0
19092,,0.0
2758,Addams Family Collection,48919043.0
38129,,0.0
10436,,32255440.0
13595,,0.0
46094,,21011500.0
9409,Stakeout Collection,0.0
11853,,15240435.0
16771,,0.0
46924,,0.0
11041,,0.0
306,Beverly Hills Cop Collection,119208989.0
14522,,0.0
26203,,16668552.0
178,,30156002.0
19819,,0.0
57834,,0.0
4722,,428868.0
18215,,1796389.0
1607,,17287898.0
26391,,3662459.0
117553,,2570145.0
6075,,36516012.0
11310,City Slickers Collection,0.0
18658,,7355425.0
9350,,255000211.0
9612,,0.0
2124,,19726050.0
26261,,0.0
19176,,0.0
49299,,0.0
11566,,63000000.0
9571,,7993039.0
9739,,159055768.0
24257,The Endless Summer Collection,0.0
34444,,0.0
26141,,0.0
10997,,0.0
50463,,0.0
10443,,0.0
20239,,0.0
16297,,0.0
18551,,9488998.0
25440,,0.0
9024,,11146270.0
37233,,270248367.0
1634,Free Willy Collection,153698625.0
13815,,0.0
5503,The Fugitive / U.S. Marshals Collection,368875760.0
35588,,18635620.0
2087,,30.0
41579,,0.0
18620,,0.0
41006,,0.0
4916,,22886222.0
2019,Hard Target Collection,74189677.0
31642,,0.0
9255,Hot Shots! Collection,133752825.0
26271,,0.0
10612,,0.0
2259,,0.0
16097,House Party Collection,0.0
11934,,0.0
106143,,0.0
12475,,28881266.0
9386,,176997168.0
7984,,65796862.0
59930,,8880705.0
15765,,0.0
31643,,0.0
6,,12136938.0
329,Jurassic Park Collection,920100000.0
10909,,2395231.0
507,,418961.0
34024,,0.0
29918,,0.0
9593,,137298489.0
42580,,0.0
22317,,0.0
1413,,1499795.0
12121,,0.0
2246,,46405336.0
10502,,24760338.0
10440,,11285588.0
9516,,27900000.0
2320,,121969216.0
5879,,0.0
83718,,0.0
11971,,0.0
2625,,0.0
31911,,0.0
788,,441286195.0
21450,,0.0
11231,The Karate Kid Collection,15826984.0
41588,,0.0
10447,,15340000.0
31586,,0.0
9300,,0.0
9559,,135130999.0
9800,,206678440.0
713,,116700000.0
8291,,27515786.0
18133,,23042200.0
25557,,8638072.0
22588,,0.0
10872,,11439193.0
1245,,23237911.0
11858,,24332324.0
7007,,107198790.0
10467,,0.0
5550,RoboCop Collection,10696210.0
8005,,35739755.0
2088,,3275585.0
10412,,0.0
47889,,1001437.0
14534,,22750363.0
56583,,0.0
41878,,0.0
424,,321365567.0
35233,,0.0
14291,,7266383.0
103413,,0.0
11236,The Secret Garden Collection,0.0
11592,,7820688.0
8850,The Shadow Collection,48063435.0
10445,,0.0
695,,6110979.0
43535,,0.0
12519,,7770731.0
23210,,0.0
858,,227799884.0
867,,116300000.0
78,Blade Runner Collection,33139618.0
13203,,36448200.0
10442,,11585483.0
11074,,0.0
33367,,0.0
9607,,20915465.0
17585,,7690013.0
9057,,16478900.0
20967,,0.0
10635,,0.0
9479,,75634409.0
10057,,53898845.0
11969,,56505065.0
41590,,0.0
319,,12281551.0
26408,,0.0
15139,,13670688.0
161158,,0.0
218473,,0.0
85247,,0.0
11446,,0.0
51980,,0.0
24405,,1596687.0
11655,,0.0
11800,,0.0
8223,,0.0
14587,,0.0
31504,,0.0
41653,,0.0
53185,,0.0
95743,,0.0
23637,,0.0
17600,,0.0
10897,,67308282.0
349394,,0.0
21352,,0.0
68806,,0.0
37345,,3021629.0
32562,,0.0
47507,,0.0
25403,,0.0
124304,,0.0
9066,The Brady Bunch Collection,0.0
771,Home Alone Collection,476684675.0
251,,505000000.0
812,Aladdin Collection,504050219.0
280,The Terminator Collection,520000000.0
581,,424208848.0
80350,,0.0
268,Batman Collection,411348924.0
274,The Hannibal Lecter Anthology,272742922.0
408,,184925486.0
10020,Beauty and the Beast Collection,377350553.0
10895,,84300000.0
114,,463000000.0
41043,,0.0
576,,638641.0
15477,,0.0
59146,,0.0
124472,,0.0
30528,,0.0
7300,,97529550.0
10824,Candyman Collection,13940383.0
261246,,0.0
275,,60611975.0
25059,Homeward Bound Collection,32709423.0
11827,Heavy Metal Collection,0.0
8766,Hellraiser Collection,16675000.0
23570,,0.0
47333,,0.0
54850,,0.0
51242,,0.0
10112,,55675257.0
4307,,0.0
46029,,0.0
32308,,0.0
88893,,0.0
52873,,0.0
123505,,0.0
340210,,0.0
44281,,0.0
28121,,0.0
12520,,442965.0
1592,,102616183.0
166901,,0.0
36447,,0.0
19042,All Dogs Go to Heaven Collection,8620678.0
38884,,0.0
47449,,0.0
36259,,0.0
41852,,0.0
40926,,0.0
9099,,0.0
2021,,218626.0
61752,,4939939.0
10988,,0.0
11479,,0.0
398959,,0.0
287305,,0.0
339428,,65335.0
12652,,0.0
10684,,100860818.0
954,Mission: Impossible Collection,457696359.0
68445,,0.0
18989,,0.0
10801,,0.0
54285,,0.0
8840,DragonHeart Collection,115267375.0
278978,,0.0
124625,,0.0
11107,,0.0
16417,,0.0
70934,,0.0
10363,,0.0
161070,,0.0
10539,,28921264.0
10543,,0.0
18414,,0.0
47502,,9789900.0
11902,,0.0
27098,,0.0
25087,Bloodsport Collection,684351.0
5801,The Apu Collection,536364.0
896,The Apu Collection,16000.0
3065,,0.0
318177,,0.0
2300,,250200000.0
8069,,2500000.0
288173,,0.0
187851,,0.0
27768,,0.0
221917,,0.0
8072,Lemmy Caution Collection,0.0
35797,,0.0
88030,,0.0
185191,,0.0
83857,,0.0
33245,,0.0
124460,,0.0
27281,,0.0
105045,,0.0
40001,,10070000.0
29621,,0.0
117730,,0.0
20762,The Substitute Collection,0.0
37144,,0.0
48260,,0.0
12656,,0.0
38867,,62949.0
277270,,0.0
25969,,0.0
44103,,0.0
753,,0.0
43634,,0.0
9103,,57400547.0
90214,,0.0
29649,,0.0
10990,,0.0
8866,,0.0
12233,,74151346.0
23449,,0.0
36355,,20080020.0
37667,,0.0
90148,,0.0
922,,0.0
11876,,15000000.0
52633,,0.0
62364,,0.0
11687,The Visitors Collection,0.0
9304,,0.0
73183,,0.0
131232,,0.0
9100,,24769466.0
20759,,0.0
46063,,5.0
32513,,0.0
40651,,0.0
36915,,0.0
40507,,3014000.0
9802,,335062621.0
25697,,0.0
21588,,0.0
664,,494471524.0
11867,,3793614.0
47119,,0.0
314352,,0.0
9323,Ghost in the Shell Collection,2287714.0
10280,,0.0
10535,,0.0
124613,,0.0
532,Wallace & Gromit Collection,0.0
26744,,0.0
16299,,0.0
10547,The Arrival Collection,14048372.0
245268,,0.0
935,,9440272.0
55613,,0.0
41007,,0.0
35645,,0.0
110465,,0.0
255546,,0.0
40751,,0.0
275096,,0.0
85778,,0.0
11101,,0.0
9826,,17300889.0
9879,,113309743.0
63564,,0.0
22621,,0.0
7095,,58620973.0
26890,,1814290.0
46732,,0.0
124633,,0.0
202425,,0.0
196940,,0.0
77771,"Martin Scorsese’s World Cinema Project, Vol. 1",0.0
181083,,0.0
41225,,0.0
188589,,0.0
87190,,0.0
627,Trainspotting Collection,16491080.0
32872,,0.0
602,Independence Day Collection,816969268.0
14553,,0.0
9566,,18626419.0
10545,The Hunchback of Notre Dame Collection,100138851.0
9894,,102825796.0
11543,,25023434.0
9268,,242295562.0
52059,,0.0
9327,The Nutty Professor Collection,128769345.0
123763,,0.0
81949,,65352.0
42005,,0.0
124306,,0.0
183955,,0.0
44535,,0.0
44495,,0.0
78285,,0.0
11228,,159212469.0
10779,,29359216.0
26748,,13269963.0
38223,,0.0
9294,,152036382.0
49963,,0.0
11363,,9482579.0
1645,,152266007.0
31546,,665450.0
77056,,0.0
36344,,0.0
18550,,17193231.0
11511,,0.0
172198,,0.0
34170,,0.0
281085,,0.0
109478,,0.0
124645,,0.0
12606,The Brady Bunch Collection,0.0
69895,,0.0
35206,,0.0
151489,,0.0
4837,,0.0
12632,,0.0
9098,,0.0
282919,,0.0
124614,,0.0
18975,,0.0
11962,,4619014.0
2925,,116400000.0
28628,,0.0
3595,,309492681.0
9308,,21302121.0
92381,,0.0
18555,,258263.0
12123,,60209334.0
10830,,33459416.0
3573,,22231658.0
10546,The Crow Collection,17917287.0
18862,,0.0
31417,,0.0
9431,Tales from the Crypt Collection,5600000.0
124619,,0.0
297645,,0.0
48144,,0.0
46986,,0.0
144982,,0.0
47907,,12643776.0
10061,Escape From ... Collection,42277365.0
36266,,0.0
549,,3011195.0
10478,,53854588.0
66634,,300000.0
116690,,0.0
213917,,0.0
145925,,0.0
100914,,0.0
238,The Godfather Collection,245066411.0
159,,0.0
11134,Police Story Collection,20483423.0
88224,,431326.0
132641,,0.0
42758,,0.0
9303,,7011317.0
23945,,0.0
37820,,0.0
22479,,0.0
9054,,0.0
241058,,0.0
11985,,0.0
10232,,0.0
59569,,0.0
410921,,0.0
38955,Police Story Collection,0.0
110513,,0.0
114089,,0.0
11015,,33956608.0
9306,,49627779.0
12559,,0.0
58770,,0.0
124851,,0.0
3587,,0.0
10723,,22611954.0
56077,,0.0
19004,The Land Before Time Collection,0.0
101230,,0.0
253632,,0.0
10987,Halloween Collection,15116634.0
44705,,0.0
20318,,0.0
43596,,0.0
79782,,0.0
26933,,0.0
27854,,0.0
981,,0.0
872,,7200000.0
2769,,4500000.0
13320,,0.0
164,,9500000.0
426,,28000000.0
567,,36764313.0
3078,,4500000.0
13528,,0.0
28288,,0.0
213,,13275000.0
284,,25000000.0
239,,25000000.0
4808,,13474588.0
289,,10462500.0
963,,1000000.0
11113,,72070731.0
6620,,10000000.0
804,,12000000.0
26531,,0.0
909,,0.0
630,,33754967.0
770,,400176459.0
31044,,0.0
599,,5000000.0
15,,23217674.0
62,The Space Odyssey Series,68700000.0
121357,,0.0
705,,63463.0
22490,,2270000.0
223,,6000000.0
25670,,0.0
303,,24464742.0
4174,,7000000.0
8356,,0.0
381,,8750000.0
20758,,0.0
29376,,0.0
1859,,2279000.0
18299,,0.0
17281,,0.0
64382,,0.0
10907,,3981000.0
32093,,0.0
1939,,2000000.0
22292,,0.0
3598,,0.0
3080,,3202000.0
198,,0.0
13562,,0.0
1712,,35000000.0
220,,5.0
3529,The Thin Man Collection,1423000.0
3085,,0.0
2897,,42000000.0
1585,,9644124.0
3083,,9600000.0
900,,0.0
43795,,0.0
85638,,0.0
50001,,0.0
43905,,0.0
22688,,0.0
23114,,0.0
26378,,0.0
40206,,0.0
22356,,0.0
260,,0.0
43488,,0.0
22613,,0.0
10331,Living Dead Collection,30000000.0
488,,10750000.0
22733,,0.0
261,,17570324.0
57575,,105.0
32574,,0.0
22657,,0.0
76464,,0.0
22649,,25.0
176841,,0.0
125587,,0.0
39448,In the Line of Duty Collection,0.0
52855,,3028094.0
39940,,0.0
172868,,0.0
85328,,0.0
124632,,0.0
11076,,0.0
63945,,294064.0
58985,,0.0
890,,0.0
10861,,51702483.0
1770,,16900000.0
44465,,8538318.0
2033,,0.0
18203,,0.0
9333,,47267001.0
47260,,0.0
9400,,41590886.0
9401,,0.0
12241,,49620.0
25739,,0.0
161806,,0.0
11306,,17380126.0
9625,,0.0
10680,The Mighty Ducks Collection,22955097.0
6346,,22540359.0
18660,The Apple Dumpling Gang Collection,0.0
35115,Davy Crockett Collection,0.0
14821,Witch Mountain Collection,20000000.0
14136,Herbie Collection,0.0
10869,Herbie Collection,0.0
22660,,0.0
19186,Parent Trap Collection,0.0
31102,,0.0
6878,Homeward Bound Collection,0.0
15944,The Shaggy Dog Collection,0.0
18444,,0.0
20723,,0.0
173,,28200000.0
864,,154864401.0
24795,,50236831.0
11224,Cinderella Collection,263591415.0
81310,,0.0
15947,Caballeros Collection,0.0
9078,,22182353.0
29682,,0.0
8367,,390493908.0
433,,102272727.0
11360,,1600000.0
11114,,0.0
12335,,17900000.0
12092,,572000000.0
10948,The Fox and the Hound Collection,29800000.0
11229,Freeway Collection,0.0
15121,,286214286.0
562,Die Hard Collection,140767956.0
10163,The Lawnmower Man Collection,32101000.0
48862,,0.0
117036,,0.0
47199,,0.0
11159,,13417292.0
9591,,34585416.0
30500,,4137645.0
41843,,1985001.0
55058,,0.0
10938,,1500000.0
11412,,89456761.0
10586,,75000000.0
42314,,0.0
27845,,0.0
108365,,0.0
23223,,0.0
49471,,5731103.0
38153,,2154540.0
25147,,405000.0
9716,,0.0
43777,,0.0
454,,147298761.0
10218,,4505922.0
819,,165615285.0
38191,,0.0
56830,,0.0
11238,Aladdin Collection,0.0
27256,,0.0
31530,,0.0
66473,,0.0
28120,,0.0
1834,,0.0
26282,,0.0
37218,,0.0
252,,4000000.0
116356,,0.0
16372,,0.0
11561,,18344729.0
11302,,11833696.0
623,,62493712.0
583,,20045115.0
12614,,28215453.0
21711,,0.0
11575,,25333333.0
475,,50700000.0
11331,,0.0
521,,3000000.0
21202,,0.0
88,Dirty Dancing Collection,213954274.0
500,,14661007.0
792,,138530565.0
8491,Weekend at Bernie's Collection,30218387.0
402,Basic Instinct Collection,352927224.0
10537,,34416893.0
11386,,62548947.0
9504,,10725228.0
15764,,30036000.0
601,,792965326.0
67365,,0.0
25842,,0.0
2119,,157920733.0
744,,356830601.0
136311,,1910.0
221,,0.0
702,,8000000.0
25750,Children of the Corn Collection,0.0
17642,,0.0
427043,,0.0
146341,,0.0
9305,,0.0
37616,,0.0
11112,,0.0
21612,,1227324.0
141210,,0.0
102461,,0.0
36998,,0.0
200383,,0.0
116844,,0.0
1630,,20300385.0
26626,,0.0
124837,,0.0
11816,,19255967.0
11843,The Pink Panther (Original) Collection,41833347.0
10379,,13878334.0
2756,,90000098.0
790,,21378361.0
1103,Escape From ... Collection,50244700.0
11298,The Howling Collection,17985893.0
4480,The Water of the Hills Collection,0.0
4481,The Water of the Hills Collection,0.0
49688,,0.0
10765,,0.0
762,,5028948.0
44497,,127251.0
85588,,0.0
278621,,0.0
99479,,0.0
55049,,0.0
124829,,0.0
79306,,2035470.0
356054,,0.0
10548,,2666118.0
531,Wallace & Gromit Collection,0.0
104931,,0.0
4483,,0.0
18919,,0.0
31556,,0.0
26167,,0.0
26174,,0.0
61461,,0.0
117500,,0.0
218713,,0.0
217802,,0.0
127973,,0.0
659,,0.0
30892,,0.0
86369,,0.0
8074,,0.0
124676,,0.0
38554,,0.0
49763,,1100000.0
41326,,269823.0
36555,Best of the Best Collection,0.0
10608,,0.0
11216,,11990401.0
7452,,0.0
64567,,0.0
892,,1794187.0
1600,,1999955.0
26561,,13200170.0
975,,0.0
18129,,13446769.0
54405,,0.0
150823,,0.0
409,,231976425.0
38251,,4532791.0
10161,,14743391.0
1412,,0.0
41768,,0.0
10409,,33946224.0
14285,,0.0
2469,,0.0
10174,,29.0
31225,,3779620.0
510,,108981275.0
11455,Cheech & Chong Collection,41590893.0
1891,Star Wars Collection,538400000.0
2493,,30857814.0
85,Indiana Jones Collection,389925971.0
68,,0.0
679,Alien Collection,183316455.0
429,The Man With No Name Collection,6000000.0
13446,,0.0
389,,1000000.0
947,,69995385.0
185,,26589000.0
595,,13129846.0
28,,89460381.0
335,,5321508.0
1892,Star Wars Collection,572700000.0
144,,3200000.0
1092,,596349.0
769,,46836394.0
348,Alien Collection,104931801.0
766,Evil Dead Collection,0.0
175,,0.0
11645,,4069653.0
10835,,0.0
539,Psycho Collection,32000000.0
525,The Blues Brothers Collection,115229890.0
240,The Godfather Collection,47542841.0
600,,46357676.0
530,Wallace & Gromit Collection,0.0
10705,,0.0
279,,51973029.0
3109,,0.0
311,,0.0
1578,,23000000.0
703,,38251425.0
9549,,21500000.0
1398,,0.0
387,,85000000.0
9277,The Sting Collection,159616327.0
343,,0.0
37291,,0.0
490,,0.0
11235,,0.0
218,The Terminator Collection,78371200.0
763,,242623.0
9665,,26828365.0
18971,,0.0
696,,39946780.0
379,,5080409.0
207,,235860116.0
37247,,104945305.0
1480,,2247465.0
9322,,5000000.0
826,,27200000.0
422,,0.0
829,The Jake Gittes Collection,30000000.0
828,,0.0
3090,,4307000.0
9964,,0.0
3063,,0.0
13667,,10297601.0
694,,44017374.0
235,,52287414.0
832,,0.0
765,Evil Dead Collection,5923044.0
5925,,11744471.0
11778,,50000000.0
4485,,0.0
137,,70906973.0
33,,159157447.0
982,,96105910.0
8428,,11541758.0
212,,0.0
105,Back to the Future Collection,381109762.0
1633,,119418501.0
11202,,89800000.0
1554,,0.0
149,,553171.0
8009,Highlander Collection,5900000.0
903,,16217773.0
11673,,0.0
3034,,86273333.0
339,,2015810.0
10404,,0.0
914,,11000000.0
756,Fantasia Collection,83320000.0
288,,8000000.0
910,,0.0
2640,,1108462.0
16633,,0.0
665,,146900000.0
11031,,4736202.0
11314,Qatsi Collection,1723872.0
15143,,18553948.0
89,Indiana Jones Collection,474171806.0
10322,,30177511.0
783,,77737889.0
10644,,10006806.0
11257,,20966644.0
14370,,13000000.0
12104,,22244207.0
625,,34700291.0
8816,,0.0
830,,3250000.0
2323,,84431625.0
983,,0.0
642,,102308889.0
655,,2181987.0
10341,,0.0
639,,92823546.0
266022,,0.0
168450,,0.0
30180,,0.0
31388,,0.0
41801,,0.0
66034,,0.0
348138,,0.0
96288,,0.0
61536,,0.0
18762,,0.0
331367,,0.0
8077,Alien Collection,159773545.0
814,,31973249.0
41671,The Amityville Horror Collection,0.0
27214,The Amityville Horror Collection,6333135.0
52263,The Amityville Horror Collection,0.0
33519,The Amityville Horror Collection,0.0
16235,The Amityville Horror Collection,12534817.0
11449,The Amityville Horror Collection,86432000.0
41848,The Amityville Horror Collection,0.0
25944,,0.0
24913,,0.0
49126,,0.0
32076,,18753438.0
571,,11403529.0
8851,The Blob Collection,0.0
37843,,0.0
32146,,0.0
30346,,0.0
6114,,215862692.0
229,Frankenstein (Universal Series),0.0
13549,,0.0
9529,Candyman Collection,25792310.0
1598,,182300000.0
11349,,0.0
7340,Carrie Collection,33800000.0
6217,,0.0
377,A Nightmare on Elm Street Collection,25504513.0
653,,0.0
28198,,0.0
794,The Omen Collection,60922980.0
31640,,0.0
8744,,0.0
25189,,0.0
145,Heart of Gold Collection,3803298.0
2212,,1179002.0
199,Star Trek: The Next Generation Collection,150000000.0
7863,,0.0
12498,,24444121.0
9279,Jingle All the Way Collection,129832389.0
53234,,0.0
17204,Paradise Lost Collection,0.0
21539,,48093211.0
85589,,0.0
12709,,2503829.0
20539,,0.0
11674,101 Dalmatians (Live-Action) Collection,320689294.0
199512,,0.0
64900,,0.0
1573,Die Hard Collection,240031094.0
152,Star Trek: The Original Series Collection,139000000.0
174,Star Trek: The Original Series Collection,96900000.0
172,Star Trek: The Original Series Collection,70200000.0
154,Star Trek: The Original Series Collection,96800000.0
157,Star Trek: The Original Series Collection,87000000.0
168,Star Trek: The Original Series Collection,133000000.0
364,Batman Collection,280000000.0
11967,Young Guns Collection,44726644.0
9086,Young Guns Collection,0.0
621,Grease Collection,181813770.0
9037,Grease Collection,15171476.0
10173,,46044400.0
55687,,0.0
168535,,0.0
8845,Under Siege Collection,156563139.0
46681,,0.0
578,The Jaws Collection,470654000.0
579,The Jaws Collection,187884007.0
17692,The Jaws Collection,87987055.0
17795,,0.0
75,,101371017.0
13891,,153155.0
9390,,273552592.0
378,,29180280.0
10896,,0.0
2322,,105232691.0
41240,,0.0
26949,,0.0
9819,,12803305.0
49799,,0.0
31908,,0.0
46027,,0.0
3179,,0.0
1802,,0.0
4232,Scream Collection,173046663.0
9361,,75505856.0
2928,,119718203.0
30285,,0.0
10549,,0.0
58102,,0.0
18451,,0.0
27265,,0.0
49935,,0.0
8818,,141047179.0
36758,,3692836.0
36040,,0.0
74239,,0.0
9415,,25804707.0
55146,,0.0
303693,,0.0
12145,,9381260.0
42424,,0.0
34314,Turbulence Collection,11466088.0
2892,,0.0
9404,Police Story Collection,21890845.0
85242,,0.0
9622,,0.0
